image_link,group_id,entity_name,entity_value
https://m.media-amazon.com/images/I/519LbAygXTL.jpg,323811,depth,105.0 millimetre
https://m.media-amazon.com/images/I/51QU6GSs88L.jpg,667819,depth,150.0 millimetre
https://m.media-amazon.com/images/I/41hVyZ-PKzL.jpg,681045,depth,150.0 millimetre
https://m.media-amazon.com/images/I/61EktxCt3aL.jpg,752266,depth,7.7 inch
https://m.media-amazon.com/images/I/61439+4VLxL.jpg,359286,depth,875.0 millimetre
https://m.media-amazon.com/images/I/31F6d-5j00L.jpg,434825,depth,5.0 inch
https://m.media-amazon.com/images/I/51hSAmSDUUL.jpg,681445,depth,12.0 centimetre
https://m.media-amazon.com/images/I/617c6sRzhiL.jpg,300630,depth,12.0 inch
https://m.media-amazon.com/images/I/51r8saKObJL.jpg,130202,depth,30.0 centimetre
https://m.media-amazon.com/images/I/611iMfdc3oL.jpg,992107,depth,495.0 millimetre
https://m.media-amazon.com/images/I/51qhxUpv0QL.jpg,530124,depth,10.0 inch
https://m.media-amazon.com/images/I/51jAWAyse2L.jpg,823083,height,19.5 centimetre
https://m.media-amazon.com/images/I/513hsqynHwL.jpg,838598,height,16.7 centimetre
https://m.media-amazon.com/images/I/6161hUSWpAL.jpg,468949,height,2.0 metre
https://m.media-amazon.com/images/I/615wTBV8I-L.jpg,901135,height,85.0 millimetre
https://m.media-amazon.com/images/I/517w+3VdPuL.jpg,916768,height,3.0 inch
https://m.media-amazon.com/images/I/41iKGbXwI7L.jpg,752266,height,500.0 millimetre
https://m.media-amazon.com/images/I/51yxd8kZ3-L.jpg,970563,height,30.0 centimetre
https://m.media-amazon.com/images/I/41VSGrlRwgS.jpg,403664,height,10.5 centimetre
https://m.media-amazon.com/images/I/41VU78cbfbL.jpg,387046,height,20.0 inch
https://m.media-amazon.com/images/I/610BflN7H0L.jpg,478357,height,25.1 inch
https://m.media-amazon.com/images/I/51pfci0RTfL.jpg,589105,height,4.0 inch
https://m.media-amazon.com/images/I/51N0OXX5liL.jpg,524117,height,16.0 centimetre
https://m.media-amazon.com/images/I/51R2Fj6vCsL.jpg,478357,height,75.0 centimetre
https://m.media-amazon.com/images/I/51nlCEOkJLL.jpg,599317,height,10.0 centimetre
https://m.media-amazon.com/images/I/61BQ5PY+ziL.jpg,640408,height,25.0 centimetre
https://m.media-amazon.com/images/I/61FE1oSTXHL.jpg,483370,height,17.0 centimetre
https://m.media-amazon.com/images/I/61Dx0eKBHsL.jpg,830996,height,10.0 inch
https://m.media-amazon.com/images/I/61ALQ0eVQwL.jpg,192915,height,11.4 centimetre
https://m.media-amazon.com/images/I/51bLRqq6poL.jpg,312608,height,60.75 inch
https://m.media-amazon.com/images/I/51Idy6tB2IL.jpg,963595,height,10.0 centimetre
https://m.media-amazon.com/images/I/4111n7UTRLL.jpg,178778,height,4.13 inch
https://m.media-amazon.com/images/I/61DD8wKwWzL.jpg,237000,height,50.0 centimetre
https://m.media-amazon.com/images/I/51l3gk++5hL.jpg,858439,height,45.0 centimetre
https://m.media-amazon.com/images/I/51JxHTOIjWL.jpg,416664,height,490.0 millimetre
https://m.media-amazon.com/images/I/519Pg6vTHmL.jpg,752266,height,80.0 millimetre
https://m.media-amazon.com/images/I/51-6kHisPYL.jpg,916768,height,6.3 centimetre
https://m.media-amazon.com/images/I/61B59-X1GoS.jpg,931856,height,23.6 inch
https://m.media-amazon.com/images/I/51IAhuCY8JL.jpg,187993,height,40.0 centimetre
https://m.media-amazon.com/images/I/5118W37r-hL.jpg,529606,height,3.8 centimetre
https://m.media-amazon.com/images/I/51H0uzLPAAL.jpg,758128,height,79.0 inch
https://m.media-amazon.com/images/I/51Hsn004zbL.jpg,311997,height,21.8 centimetre
https://m.media-amazon.com/images/I/51DjfgkpNNL.jpg,916768,height,32.5 centimetre
https://m.media-amazon.com/images/I/51RP9eozFkL.jpg,988675,height,1.1 inch
https://m.media-amazon.com/images/I/610nbAQqmwL.jpg,558832,height,15.0 centimetre
https://m.media-amazon.com/images/I/5160R-aNNZL.jpg,292475,height,2.4 inch
https://m.media-amazon.com/images/I/81DDJMXavfL.jpg,459516,item_volume,4.0 fluid ounce
https://m.media-amazon.com/images/I/71BM875VzSL.jpg,120569,item_volume,100.0 millilitre
https://m.media-amazon.com/images/I/71UPB8QjSbL.jpg,916768,item_volume,11.0 millilitre
https://m.media-amazon.com/images/I/61w3UZZsAlL.jpg,459516,item_volume,100.0 millilitre
https://m.media-amazon.com/images/I/51nlilm7AWL.jpg,369753,item_volume,15.0 millilitre
https://m.media-amazon.com/images/I/71k-HrQnxwL.jpg,916768,item_volume,118.0 millilitre
https://m.media-amazon.com/images/I/61hoWy-HKlL.jpg,916768,item_volume,500.0 millilitre
https://m.media-amazon.com/images/I/51ffX-feHpL.jpg,459516,item_volume,30.0 millilitre
https://m.media-amazon.com/images/I/71azz+IWBIL.jpg,459516,item_volume,33.8 fluid ounce
https://m.media-amazon.com/images/I/caDEyEaRMCm.jpg,884560,item_volume,16.0 fluid ounce
https://m.media-amazon.com/images/I/612yl9IUIDL.jpg,120569,item_volume,946.0 millilitre
https://m.media-amazon.com/images/I/81m6If+LMSL.jpg,459516,item_volume,200.0 millilitre
https://m.media-amazon.com/images/I/61QehjLWPRL.jpg,916768,item_volume,350.0 millilitre
https://m.media-amazon.com/images/I/81F9XzYb+GL.jpg,281678,item_volume,1.0 litre
https://m.media-amazon.com/images/I/61ZHfGgV6FL.jpg,557758,item_volume,100.0 millilitre
https://m.media-amazon.com/images/I/61yodAKoBgL.jpg,884560,item_volume,100.0 millilitre
https://m.media-amazon.com/images/I/510QjpUaf0L.jpg,369753,item_volume,25.0 millilitre
https://m.media-amazon.com/images/I/61+87N1kzNL.jpg,459516,item_volume,"[5.0, 7.0] millilitre"
https://m.media-amazon.com/images/I/81LDIG9q9gL.jpg,281678,item_volume,500.0 millilitre
https://m.media-amazon.com/images/I/81dA+tnHuoL.jpg,884560,item_volume,250.0 millilitre
https://m.media-amazon.com/images/I/71I8cwj8qAL.jpg,369753,item_volume,2.7 fluid ounce
https://m.media-amazon.com/images/I/61USsjr5cuL.jpg,459516,item_volume,240.0 millilitre
https://m.media-amazon.com/images/I/71qG7jRYTsS.jpg,254449,item_volume,300.0 millilitre
https://m.media-amazon.com/images/I/81Uh694nwFL.jpg,884560,item_volume,500.0 millilitre
https://m.media-amazon.com/images/I/91Mf7nAbHrL.jpg,916768,item_volume,473.0 millilitre
https://m.media-amazon.com/images/I/71Vd7CW1DyL.jpg,961822,item_volume,5.9 fluid ounce
https://m.media-amazon.com/images/I/91XXhEsqQlL.jpg,281678,item_volume,2.0 quart
https://m.media-amazon.com/images/I/71+Vx9wvvfS.jpg,225091,item_volume,62.0 cubic inch
https://m.media-amazon.com/images/I/61VDEVv5YaL.jpg,459516,item_volume,8.0 fluid ounce
https://m.media-amazon.com/images/I/61ejd-1ktwL.jpg,459516,item_volume,100.0 pint
https://m.media-amazon.com/images/I/61IjRZyxw6L.jpg,557758,item_volume,355.0 millilitre
https://m.media-amazon.com/images/I/71wZXgdTR3L.jpg,254449,item_volume,"[6.0, 10.0] fluid ounce"
https://m.media-amazon.com/images/I/81OJBlL+M8L.jpg,916768,item_volume,1040.0 millilitre
https://m.media-amazon.com/images/I/81wYFdHUBKL.jpg,961822,item_volume,110.0 litre
https://m.media-amazon.com/images/I/718SdfkOTyL.jpg,459516,item_volume,1.4 millilitre
https://m.media-amazon.com/images/I/91joKmQRA8L.jpg,487566,item_weight,1.0 kilogram
https://m.media-amazon.com/images/I/61C-1lrrPYL.jpg,308856,item_weight,20 kilogram
https://m.media-amazon.com/images/I/71GwtHkDv9L.jpg,192132,item_weight,1.3 kilogram
https://m.media-amazon.com/images/I/71AYisAdveL.jpg,459516,item_weight,70.0 milligram
https://m.media-amazon.com/images/I/81mUT7Ez1BL.jpg,375816,item_weight,0.85 ounce
https://m.media-amazon.com/images/I/71c+Ot0lO5L.jpg,628971,item_weight,383 gram
https://m.media-amazon.com/images/I/71TDrAkjwVL.jpg,375816,item_weight,100.0 gram
https://m.media-amazon.com/images/I/61weKHw85sL.jpg,731432,item_weight,1 gram
https://m.media-amazon.com/images/I/61P8Y9aeUOL.jpg,459516,item_weight,100 gram
https://m.media-amazon.com/images/I/61A81V159gL.jpg,329793,item_weight,3.6 ounce
https://m.media-amazon.com/images/I/612lSk6D3nL.jpg,267482,item_weight,8 ounce
https://m.media-amazon.com/images/I/71m-cn0ZeaL.jpg,750220,item_weight,1.0 pound
https://m.media-amazon.com/images/I/61-W7dvo8oL.jpg,993359,item_weight,100 gram
https://m.media-amazon.com/images/I/61G-1TUMStL.jpg,639090,item_weight,10.0 gram
https://m.media-amazon.com/images/I/61Z-sklKEIL.jpg,237000,item_weight,0.6 kilogram
https://m.media-amazon.com/images/I/81loXXaacAL.jpg,397856,item_weight,1000.0 microgram
https://m.media-amazon.com/images/I/71ERx--8tDL.jpg,881883,item_weight,240.0 gram
https://m.media-amazon.com/images/I/71Eszh9j23L.jpg,630869,item_weight,32.0 gram
https://m.media-amazon.com/images/I/61drJM6-mtL.jpg,299791,item_weight,11.0 gram
https://m.media-amazon.com/images/I/61BOmwxiQSL.jpg,208023,item_weight,223.0 gram
https://m.media-amazon.com/images/I/61j98HrCePL.jpg,281678,item_weight,50.0 gram
https://m.media-amazon.com/images/I/618Y-gX9edL.jpg,375816,item_weight,2 gram
https://m.media-amazon.com/images/I/71uKjXwsCYL.jpg,145452,item_weight,14.46 ounce
https://m.media-amazon.com/images/I/81Gz0+uq6vL.jpg,609802,item_weight,17.0 pound
https://m.media-amazon.com/images/I/71j0FmVb-lL.jpg,311997,item_weight,195.0 gram
https://m.media-amazon.com/images/I/813v1oPt8kL.jpg,558374,item_weight,690 gram
https://m.media-amazon.com/images/I/61Zxm7qMtxL.jpg,487566,item_weight,1.0 ton
https://m.media-amazon.com/images/I/71ulljERRzL.jpg,630390,item_weight,2.0 pound
https://m.media-amazon.com/images/I/91q91lFqShL.jpg,529606,item_weight,623 gram
https://m.media-amazon.com/images/I/81LSWtpMEyL.jpg,487566,item_weight,25811.0 ton
https://m.media-amazon.com/images/I/41lQhgz7jwL.jpg,639090,item_weight,100.0 gram
https://m.media-amazon.com/images/I/816q2NsFMxL.jpg,442321,item_weight,80.0 kilogram
https://m.media-amazon.com/images/I/71s8v4CEchL.jpg,929999,item_weight,38 pound
https://m.media-amazon.com/images/I/61Zf0HbJWaL.jpg,308856,item_weight,500 gram
https://m.media-amazon.com/images/I/61eNJ60rPSL.jpg,731432,item_weight,1000.0 milligram
https://m.media-amazon.com/images/I/91nZRBD0rzS.jpg,178958,maximum_weight_recommendation,125 kilogram
https://m.media-amazon.com/images/I/81l7rtllEuL.jpg,120219,maximum_weight_recommendation,13.0 ton
https://m.media-amazon.com/images/I/61oxhLxHJAL.jpg,801829,maximum_weight_recommendation,105 kilogram
https://m.media-amazon.com/images/I/71f+HGMAuYL.jpg,120219,maximum_weight_recommendation,400.0 gram
https://m.media-amazon.com/images/I/613vDp6SVGL.jpg,150913,maximum_weight_recommendation,25 kilogram
https://m.media-amazon.com/images/I/6197cNt3K1L.jpg,751532,maximum_weight_recommendation,400 pound
https://m.media-amazon.com/images/I/71ZWHUvAtHL.jpg,120219,maximum_weight_recommendation,201.0 gram
https://m.media-amazon.com/images/I/81sZPY-rrrL.jpg,933453,maximum_weight_recommendation,120 pound
https://m.media-amazon.com/images/I/81EYZkYzgtL.jpg,801829,maximum_weight_recommendation,275 pound
https://m.media-amazon.com/images/I/81WpHVocFKL.jpg,120219,maximum_weight_recommendation,160.0 gram
https://m.media-amazon.com/images/I/61Z5wMKfjbL.jpg,221399,maximum_weight_recommendation,150 kilogram
https://m.media-amazon.com/images/I/51A+Tp2-MvL.jpg,933453,maximum_weight_recommendation,3.5 kilogram
https://m.media-amazon.com/images/I/51P4yI-NvvL.jpg,178958,maximum_weight_recommendation,11.0 pound
https://m.media-amazon.com/images/I/71wcyfQxdBL.jpg,969033,maximum_weight_recommendation,40 pound
https://m.media-amazon.com/images/I/71233JpM+bL.jpg,120219,maximum_weight_recommendation,5.0 kilogram
https://m.media-amazon.com/images/I/61aw2QimqBL.jpg,171418,maximum_weight_recommendation,50 kilogram
https://m.media-amazon.com/images/I/61-OOEiqhwL.jpg,801829,maximum_weight_recommendation,150 kilogram
https://m.media-amazon.com/images/I/71gxObv6iDL.jpg,801829,maximum_weight_recommendation,265 pound
https://m.media-amazon.com/images/I/61lT39o5V0L.jpg,221399,maximum_weight_recommendation,100 kilogram
https://m.media-amazon.com/images/I/61WyVfI3-oL.jpg,704724,maximum_weight_recommendation,100 kilogram
https://m.media-amazon.com/images/I/51Qaj2rzMkL.jpg,462757,maximum_weight_recommendation,130 kilogram
https://m.media-amazon.com/images/I/71FiIPwu3rL.jpg,150913,maximum_weight_recommendation,35 pound
https://m.media-amazon.com/images/I/71tOczT+KUL.jpg,969033,maximum_weight_recommendation,100 pound
https://m.media-amazon.com/images/I/81ae4Ju3wPL.jpg,751532,maximum_weight_recommendation,660 pound
https://m.media-amazon.com/images/I/61sdGQ6FkVL.jpg,120219,maximum_weight_recommendation,22.0 pound
https://m.media-amazon.com/images/I/710kOV-Bm-L.jpg,120219,maximum_weight_recommendation,290.0 gram
https://m.media-amazon.com/images/I/7198e8ql2bL.jpg,801829,maximum_weight_recommendation,120 kilogram
https://m.media-amazon.com/images/I/71eOhcFU5JL.jpg,488883,maximum_weight_recommendation,400 pound
https://m.media-amazon.com/images/I/81d1z0Mpg9L.jpg,120219,maximum_weight_recommendation,18.0 kilogram
https://m.media-amazon.com/images/I/71iRJQR4PsL.jpg,969033,maximum_weight_recommendation,85.0 pound
https://m.media-amazon.com/images/I/619GTLxFWVS.jpg,801829,maximum_weight_recommendation,300.0 pound
https://m.media-amazon.com/images/I/71BE7ki-J+L.jpg,704724,maximum_weight_recommendation,100 kilogram
https://m.media-amazon.com/images/I/71-DRruLMHL.jpg,120219,maximum_weight_recommendation,20.0 pound
https://m.media-amazon.com/images/I/71DIxTZi8ZS.jpg,120219,maximum_weight_recommendation,15.0 pound
https://m.media-amazon.com/images/I/714n8hnSrDL.jpg,801829,maximum_weight_recommendation,380 pound
https://m.media-amazon.com/images/I/71Ecc5cyWYL.jpg,179080,voltage,48.0 volt
https://m.media-amazon.com/images/I/61fsn7HckoL.jpg,271537,voltage,12.0 volt
https://m.media-amazon.com/images/I/71IW6BBpoLL.jpg,179080,voltage,48.0 volt
https://m.media-amazon.com/images/I/61UGyk6-YBL.jpg,641642,voltage,2.0 volt
https://m.media-amazon.com/images/I/61T6t4mJf7L.jpg,752266,voltage,240.0 volt
https://m.media-amazon.com/images/I/61LOMP3wjXL.jpg,501250,voltage,220.0 volt
https://m.media-amazon.com/images/I/51nGGMEA1EL.jpg,986984,voltage,"[100.0, 240.0] volt"
https://m.media-amazon.com/images/I/6137V9yR5ES.jpg,179080,voltage,50.4 volt
https://m.media-amazon.com/images/I/61fqkKfVDDL.jpg,641642,voltage,12.0 volt
https://m.media-amazon.com/images/I/71oOizJNIlL.jpg,983323,voltage,6.8 volt
https://m.media-amazon.com/images/I/81TsCoMjjhL.jpg,752266,voltage,1.2 volt
https://m.media-amazon.com/images/I/814RQvzAWJL.jpg,140266,voltage,20.0 volt
https://m.media-amazon.com/images/I/61IasPKdUUL.jpg,271537,voltage,7.4 volt
https://m.media-amazon.com/images/I/81DwTHefZ8L.jpg,752266,voltage,"[220.0, 240.0] volt"
https://m.media-amazon.com/images/I/61LzJOrfhkS.jpg,271537,voltage,"[220.0, 230.0] volt"
https://m.media-amazon.com/images/I/71fqYj58PUL.jpg,648011,voltage,"[220.0, 240.0] volt"
https://m.media-amazon.com/images/I/91gVDHhWFbS.jpg,752266,voltage,40.0 volt
https://m.media-amazon.com/images/I/61aTBe5Qf+L.jpg,860821,voltage,"[110.0, 240.0] volt"
https://m.media-amazon.com/images/I/715qJ1Xr3tL.jpg,752266,voltage,"[110.0, 120.0] volt"
https://m.media-amazon.com/images/I/61lX5rcGMnL.jpg,752266,voltage,240.0 volt
https://m.media-amazon.com/images/I/718IvW0MJ-L.jpg,983323,voltage,120.0 volt
https://m.media-amazon.com/images/I/71JrGDtAxtL.jpg,271537,voltage,12.0 volt
https://m.media-amazon.com/images/I/51MOTjuWAbL.jpg,271537,voltage,"[3.5, 9.0] volt"
https://m.media-amazon.com/images/I/71B8orw6S3L.jpg,752266,voltage,0.6 volt
https://m.media-amazon.com/images/I/819iD1yyHgL.jpg,746096,voltage,5.0 volt
https://m.media-amazon.com/images/I/61H3LougGeL.jpg,709627,voltage,7.4 volt
https://m.media-amazon.com/images/I/71EbVFk-iyL.jpg,179080,voltage,36.0 volt
https://m.media-amazon.com/images/I/71qnOeq3MnL.jpg,306956,voltage,0.6 volt
https://m.media-amazon.com/images/I/71BJqwVw0gL.jpg,648011,voltage,120.0 volt
https://m.media-amazon.com/images/I/81hxo-m27eL.jpg,641642,voltage,5.0 volt
https://m.media-amazon.com/images/I/71UgP5ecB5L.jpg,271537,voltage,24.0 volt
https://m.media-amazon.com/images/I/61Eln8U+G9L.jpg,186035,voltage,12.0 volt
https://m.media-amazon.com/images/I/81rPRyMts-L.jpg,267182,voltage,12.0 volt
https://m.media-amazon.com/images/I/81QU50gwNUL.jpg,179080,voltage,36.0 volt
https://m.media-amazon.com/images/I/51oD-FAggcL.jpg,709627,voltage,1.5 volt
https://m.media-amazon.com/images/I/61BrCr00RbL.jpg,641642,wattage,1000.0 watt
https://m.media-amazon.com/images/I/91AOQ-XaT4L.jpg,752266,wattage,30.0 watt
https://m.media-amazon.com/images/I/71RYnyvGx1L.jpg,955292,wattage,120.0 watt
https://m.media-amazon.com/images/I/71aiiioQAAL.jpg,752266,wattage,100.0 watt
https://m.media-amazon.com/images/I/81TxDtK1ztL.jpg,179080,wattage,250.0 watt
https://m.media-amazon.com/images/I/713YtTGT--S.jpg,318770,wattage,2.0 watt
https://m.media-amazon.com/images/I/71OKzP48JpL.jpg,318770,wattage,60.0 watt
https://m.media-amazon.com/images/I/71pJNlAzg8L.jpg,752266,wattage,100.0 watt
https://m.media-amazon.com/images/I/71JrydC-GvL.jpg,318770,wattage,240.0 watt
https://m.media-amazon.com/images/I/71UZUvWl2VL.jpg,318770,wattage,2300.0 watt
https://m.media-amazon.com/images/I/71OvkFobjTS.jpg,318770,wattage,18.0 watt
https://m.media-amazon.com/images/I/61AD3hhgwRL.jpg,752266,wattage,6.0 watt
https://m.media-amazon.com/images/I/61iR2+DN2vL.jpg,746096,wattage,50.0 watt
https://m.media-amazon.com/images/I/612blo+TdmL.jpg,318770,wattage,100.0 watt
https://m.media-amazon.com/images/I/71lag2DRsNL.jpg,179080,wattage,250.0 watt
https://m.media-amazon.com/images/I/61rfSV5U3xL.jpg,318770,wattage,100.0 watt
https://m.media-amazon.com/images/I/71UrrHz3yXL.jpg,318770,wattage,27.0 watt
https://m.media-amazon.com/images/I/71zzbWwTY4L.jpg,752266,wattage,150.0 watt
https://m.media-amazon.com/images/I/715hJOfBUOL.jpg,641642,wattage,24.0 watt
https://m.media-amazon.com/images/I/71Sok4S9uVL.jpg,752266,wattage,60.0 watt
https://m.media-amazon.com/images/I/61ZWLbkfdGL.jpg,955292,wattage,3.0 watt
https://m.media-amazon.com/images/I/51dXQshOCAL.jpg,318770,wattage,100.0 watt
https://m.media-amazon.com/images/I/719rKIJHZvL.jpg,318770,wattage,240.0 watt
https://m.media-amazon.com/images/I/81tpKG4WIzL.jpg,276700,wattage,45.1 watt
https://m.media-amazon.com/images/I/71YEZgg2+TL.jpg,318770,wattage,18.0 watt
https://m.media-amazon.com/images/I/71eLqzLioDL.jpg,318770,wattage,100.0 watt
https://m.media-amazon.com/images/I/61+Ok63RnvL.jpg,892291,wattage,20.0 watt
https://m.media-amazon.com/images/I/71-RCxmx8jL.jpg,412008,wattage,2400.0 watt
https://m.media-amazon.com/images/I/61KzQznZq6L.jpg,318770,wattage,240.0 watt
https://m.media-amazon.com/images/I/61iPPiH3B6L.jpg,892291,wattage,88300.0 watt
https://m.media-amazon.com/images/I/71XS7bTu0xL.jpg,124643,wattage,30.0 watt
https://m.media-amazon.com/images/I/51T5Y1mHAoS.jpg,318770,wattage,100.0 watt
https://m.media-amazon.com/images/I/61mM7nC1MeL.jpg,955292,wattage,0.75 watt
https://m.media-amazon.com/images/I/61c5GzloD-L.jpg,957050,wattage,15.0 watt
https://m.media-amazon.com/images/I/71Sq852ZVZL.jpg,892291,wattage,3.0 watt
https://m.media-amazon.com/images/I/51B-mBrEfmL.jpg,949192,width,64.0 centimetre
https://m.media-amazon.com/images/I/51-mvdOIoqS.jpg,648011,width,13.0 millimetre
https://m.media-amazon.com/images/I/51OIagHsGLL.jpg,521194,width,105.0 millimetre
https://m.media-amazon.com/images/I/51eOmzIAUZL.jpg,146860,width,4.0 centimetre
https://m.media-amazon.com/images/I/510Zf2peXgL.jpg,392533,width,3.0 foot
https://m.media-amazon.com/images/I/51O7zWZdgVL.jpg,966823,width,16.0 centimetre
https://m.media-amazon.com/images/I/61EvKrDrzmL.jpg,119607,width,20.0 centimetre
https://m.media-amazon.com/images/I/51beSMu2ivS.jpg,758128,width,3.0 metre
https://m.media-amazon.com/images/I/41r4SpZtveL.jpg,358831,width,7.0 centimetre
https://m.media-amazon.com/images/I/51ku56CucSL.jpg,347320,width,3.0 centimetre
https://m.media-amazon.com/images/I/61CLe9kIN7L.jpg,311997,width,49.6 inch
https://m.media-amazon.com/images/I/61Bv5+rR-fS.jpg,416664,width,11.0 centimetre
https://m.media-amazon.com/images/I/617Ne3CPxqL.jpg,347404,width,20.5 centimetre
https://m.media-amazon.com/images/I/51-wqywJEaL.jpg,403664,width,5.0 inch
https://m.media-amazon.com/images/I/51xwelVfExL.jpg,470067,width,53.0 millimetre
https://m.media-amazon.com/images/I/51BNB2Xf9dL.jpg,119607,width,55.0 centimetre
https://m.media-amazon.com/images/I/611o0GuhTKL.jpg,849273,width,66.0 millimetre
https://m.media-amazon.com/images/I/51WZII2FZ+L.jpg,292475,width,8.0 centimetre
https://m.media-amazon.com/images/I/611r8r+u1UL.jpg,725436,width,6.35 millimetre
https://m.media-amazon.com/images/I/515hLgtEGWL.jpg,783898,width,5.0 centimetre
https://m.media-amazon.com/images/I/51s5SaVOZWL.jpg,752266,width,10.0 inch
https://m.media-amazon.com/images/I/61AxhMJnfdL.jpg,292475,width,18.0 centimetre
https://m.media-amazon.com/images/I/51fukpgF3YL.jpg,149159,width,40.0 centimetre
https://m.media-amazon.com/images/I/41F9p9WL7BL.jpg,126471,width,90.0 centimetre
https://m.media-amazon.com/images/I/51UsXuOgh7L.jpg,576154,width,25.0 centimetre
https://m.media-amazon.com/images/I/6147BkwKaTL.jpg,752266,width,25.6 inch
https://m.media-amazon.com/images/I/51C5fHrqsIL.jpg,237000,width,60.0 centimetre
https://m.media-amazon.com/images/I/51rOI4bvgkL.jpg,150535,width,4.13 inch
https://m.media-amazon.com/images/I/51FEtt00KSL.jpg,449805,width,75.0 centimetre
https://m.media-amazon.com/images/I/51V8+LytHaL.jpg,558806,width,6.5 inch
https://m.media-amazon.com/images/I/51fJ3jcQQTL.jpg,478357,width,24.1 centimetre
https://m.media-amazon.com/images/I/51rlXPd+cSL.jpg,826444,width,11.5 centimetre
https://m.media-amazon.com/images/I/51KJErs3DGL.jpg,430434,width,73.0 millimetre
https://m.media-amazon.com/images/I/5118frbbQXS.jpg,931247,width,90.0 centimetre
https://m.media-amazon.com/images/I/614yUXjWSJL.jpg,205842,width,9.0 inch
